"","geneSet","description","link","size","overlap","expect","enrichmentRatio","pValue","FDR","overlapId","userId","CellType","Comparison","DB","Direction"
"341","GO:0031349","positive regulation of defense response","http://amigo.geneontology.org/amigo/term/GO:0031349",318,35,16.331876365907,2.14304830723939,1.69497738334856e-05,0.000815883168692058,"12229;12389;12774;12810;13040;13057;14129;14375;15040;15587;15944;16149;16783;17096;18619;18783;19219;21333;21937;21946;22259;23871;50905;54445;64297;66824;69368;72512;78781;80859;170743;192231;230899;383619;432940","Wdfy1;Pla2g4a;Aim2;Nr1h3;Ctss;Fcgr1;Lyn;Penk;Nppa;Tac1;Cav1;Zc3hav1;Tnfrsf1a;Pglyrp1;Gprc5b;Pycard;Lamp1;Cyba;Ets1;Hyal2;Ccr5;Irgm1;Hexim1;Coch;Il17rb;Ptger4;Otulin;Xrcc6;Nfkbiz;H2-T23;Tmem173;Cd74;Unc93b1;Btk;Tlr7","Astro","FCDvsNT","BP","Up"
"342","GO:0002237","response to molecule of bacterial origin","http://amigo.geneontology.org/amigo/term/GO:0002237",305,34,15.6642210427724,2.17055159699038,1.70812978667056e-05,0.000815883168692058,"12010;12257;12519;12567;12774;12799;12846;13051;14598;14619;15945;15975;16410;17084;17096;18619;19219;19261;20311;20692;20845;21333;21803;22259;22352;22433;22695;56615;56722;66824;67154;83433;109815;211007","Vim;Itgav;Nr1h3;B2m;Sirpa;Lyn;Penk;Cxcl5;Cxcl10;Tac1;Mgst1;Tgfb1;Zfp36;Selenos;Pycard;Star;Cx3cr1;Ccr5;Ggt1;Cdk4;Xbp1;Trim41;Sparc;Cnp;Ly86;Gjb2;Ptger4;Mtdh;Tspo;Litaf;Comt;Cd80;Ifnar1;Trem2","Astro","FCDvsNT","BP","Up"
"343","GO:0072511","divalent inorganic cation transport","http://amigo.geneontology.org/amigo/term/GO:0072511",431,43,22.1353418669997,1.94259479968124,2.23163836143847e-05,0.00100671686082669,"11517;11540;11747;12257;12335;12389;12774;13057;14579;14678;15559;15894;15945;16410;17096;18174;18821;19122;19165;19264;21803;22295;30791;54409;67887;68944;70839;72828;74552;74777;76757;81904;108058;110213;170706;230709;230899;233280;234267;236792;242443;244646;320150","Htr2b;Tmem37;Ptprc;Tmco1;Psen2;Itgav;Capn3;Prnp;Anxa5;P2ry12;Slc39a1;Camk2d;Lyn;Gem;Grin3a;Zmpste24;Selenon;Nipal3;Nppa;Cxcl10;Cav1;Adcyap1r1;Cacng7;Tgfb1;Nipa1;Saraf;Gpm6a;Pkd1l3;Cyba;Icam1;Ubash3b;Gnai2;Ccr5;Trdn;Pln;Cdh23;Adora2a;Zdhhc17;Ramp2;Tspo;Tmbim6;Slc11a2;Mmgt1","Astro","FCDvsNT","BP","Up"
"344","GO:0018212","peptidyl-tyrosine modification","http://amigo.geneontology.org/amigo/term/GO:0018212",351,37,18.0266937246332,2.05251171208618,2.55922528891173e-05,0.00109373207084017,"12229;12389;12390;12505;12519;12520;12978;13636;13641;15162;15200;15587;15894;15975;16149;16189;16195;16402;16412;17096;18016;19122;19165;19219;19264;20354;21802;21803;21828;21937;22370;64297;66610;83433;213452;233328;547253","Dstyk;Ptprc;Psen2;Cd44;Prnp;Hck;Efna1;Lyn;Cav2;Cav1;Tgfa;Tnfrsf1a;Tgfb1;Lrrk1;Gprc5b;Cd81;Itgb1;Icam1;Hyal2;Nf2;Il4;Vtn;Abi3;Sema4d;Thbs4;Il6st;Ptger4;Itga5;Parp14;Cd80;Ifnar1;Trem2;Hbegf;Cd74;Csf1r;Efnb1;Btk","Astro","FCDvsNT","BP","Up"
"345","GO:0008202","steroid metabolic process","http://amigo.geneontology.org/amigo/term/GO:0008202",260,30,13.3531064626912,2.24666822539163,2.76330650720302e-05,0.00112190244192443,"12257;12846;13078;13121;13595;14419;15494;16189;16971;20397;20775;20788;20845;22359;26889;29817;30924;50781;56348;65969;67800;67963;68177;72017;74032;74754;78925;109754;235293;100043456","Cyb5r1;Cubn;Hsd17b12;Gm10681;Hsd3b3;Angptl3;Dhcr24;Cyp51;Igfbp7;Dgat2;Dkk3;Cln8;Star;Sdr42e1;Sc5d;Sgpl1;Lrp1;Il4;Npc2;Srd5a1;Ebpl;Sqle;Srebf2;Cyb5r3;Tspo;Comt;Cyp1b1;Gal;Vldlr;Ebp","Astro","FCDvsNT","BP","Up"
"346","GO:1903513","endoplasmic reticulum to cytosol transport","http://amigo.geneontology.org/amigo/term/GO:1903513",26,8,1.33531064626912,5.99111526771101,3.17527794890804e-05,0.00122777414024444,"14950;22027;27061;67819;68366;76577;109815;216440","H13;Tmem129;Selenos;Hsp90b1;Os9;Faf2;Derl1;Bcap31","Astro","FCDvsNT","BP","Up"
"347","GO:0009615","response to virus","http://amigo.geneontology.org/amigo/term/GO:0009615",251,29,12.890883546675,2.24965184853292,3.6558424119093e-05,0.00131734063349996,"15587;15945;15957;15975;15976;15979;16189;18619;19043;19264;23962;26943;54445;54722;56200;66141;66824;67963;68350;69550;72512;78781;80876;103213;170743;230709;383619;384309;667370","Ptprc;Aim2;Serinc3;Penk;Zmpste24;Mul1;Cxcl10;Oasl2;Trim56;Zc3hav1;Gsdme;Pycard;Ifitm2;Ifitm3;Bst2;Hyal2;Ifngr1;Traf3ip2;Ddx21;Il4;Npc2;Ifnar2;Ifnar1;Ppm1b;Tmem173;Unc93b1;Ifit3b;Ifit1;Tlr7","Astro","FCDvsNT","BP","Up"
"348","GO:0019882","antigen processing and presentation","http://amigo.geneontology.org/amigo/term/GO:0019882",78,14,4.00593193880737,3.49481723949809,3.73138356779545e-05,0.00131734063349996,"12010;12317;13040;14129;15040;15894;16149;16913;19325;21356;54445;65972;66824;83433","B2m;Ctss;Fcgr1;Pycard;Ifi30;Calr;Icam1;Rab10;Tapbp;Psmb8;H2-T23;Trem2;Cd74;Unc93b1","Astro","FCDvsNT","BP","Up"
"349","GO:0045785","positive regulation of cell adhesion","http://amigo.geneontology.org/amigo/term/GO:0045785",372,38,19.1052138620044,1.98898584828578,4.00386903731675e-05,0.0013546423576255,"12317;12389;12505;12512;12519;12774;13138;13641;15040;15894;16149;16189;16190;16195;16402;16410;16412;17131;18167;19219;19242;19261;19264;21803;22370;22433;23871;23991;27205;54519;56348;66824;68169;70839;76088;80859;102657;328365","Ptprc;Apbb1ip;Itgav;Hsd17b12;Cd44;Sirpa;P2ry12;Npy2r;Cav1;Podxl;Ptn;Ndnf;Tgfb1;Cib1;Il4ra;Pycard;Calr;Itgb1;Icam1;Ets1;Cd276;Dag1;Ccr5;Cd63;Xbp1;Il4;Vtn;Il6st;Zmiz1;Ptger4;Itga5;Cd80;Nfkbiz;H2-T23;Cd74;Smad7;Dock8;Efnb1","Astro","FCDvsNT","BP","Up"
"350","GO:0035966","response to topologically incorrect protein","http://amigo.geneontology.org/amigo/term/GO:0035966",122,18,6.26568841710896,2.87278887836962,4.86779055903774e-05,0.00158105837357546,"13666;14828;20316;21828;22433;23802;27362;56709;67623;67819;68292;68366;75212;76577;109815;110213;208647;231630","Hspa5;Tmem129;Ficd;Creb3l2;Eif2ak3;Tm7sf3;Selenos;Rnf121;Amfr;Stt3b;Dnajb12;Xbp1;Sdf2;Dnajb9;Faf2;Thbs4;Derl1;Tmbim6","Astro","FCDvsNT","BP","Up"
"351","GO:1901342","regulation of vasculature development","http://amigo.geneontology.org/amigo/term/GO:1901342",303,32,15.5615048392132,2.05635639551797,8.61208995275309e-05,0.00266469434793953,"11601;11745;12509;12654;13051;13078;13601;13636;13805;15277;15945;16402;16412;19219;19242;20317;20692;21826;21828;21937;22433;23871;23991;27279;28106;30924;54409;67154;67888;72106;209743;239528","Chil1;Eng;Cd59a;Efna1;Ecm1;Angptl3;Cxcl10;Anxa3;Ptn;Hk2;Tnfrsf1a;Cib1;Angpt2;Itgb1;Ets1;Minar1;Cx3cr1;Xbp1;Sparc;Serpinf1;Tmem100;Ramp2;Thbs4;Ptger4;Mtdh;Ago2;Itga5;Thbs2;Tnfrsf12a;Jmjd8;Mydgf;Cyp1b1","Astro","FCDvsNT","BP","Up"
"352","GO:2001233","regulation of apoptotic signaling pathway","http://amigo.geneontology.org/amigo/term/GO:2001233",386,38,19.8242272869185,1.91684646518733,8.86043687122751e-05,0.00266469434793953,"11540;12370;12389;12505;12684;13032;13051;13666;14678;14827;15587;15894;16149;16189;16323;16410;17153;18453;19165;19264;20437;21812;22433;26943;27061;27279;54673;54722;64294;66461;66824;67991;68350;74919;80751;108705;109815;110213","Casp8;Itm2c;Ptprc;Psen2;Nacc2;Itgav;Ptpmt1;Cd44;Pdia3;Mal;Serinc3;Sh3glb1;Tgfbr1;Mul1;Slc35f6;Rnf34;Cav1;Gsdme;Eif2ak3;Selenos;Ctsc;Pycard;Siah1a;Icam1;Hyal2;Gnai2;Cx3cr1;Adora2a;Pttg1ip;Xbp1;Il4;P4hb;Inhba;Cideb;Tmbim6;Tnfrsf12a;Cd74;Bcap31","Astro","FCDvsNT","BP","Up"
"353","GO:0032527","protein exit from endoplasmic reticulum","http://amigo.geneontology.org/amigo/term/GO:0032527",38,9,1.9516078676241,4.6115821468565,0.000100163062335734,0.00290472880773629,"14950;22027;27061;67819;68366;76577;99237;109815;216440","H13;Tm9sf4;Tmem129;Selenos;Hsp90b1;Os9;Faf2;Derl1;Bcap31","Astro","FCDvsNT","BP","Up"
"354","GO:0001818","negative regulation of cytokine production","http://amigo.geneontology.org/amigo/term/GO:0001818",217,25,11.1447080861692,2.24321712212682,0.000129842028676053,0.00363557680292947,"11815;12229;12257;12509;13051;16331;17131;19043;19073;19122;19219;19261;19264;21803;21937;21946;22695;66824;68038;68350;69550;93695;102657;109815;114128","Inpp5d;Ptprc;Cd59a;Sirpa;Prnp;Mul1;Gpnmb;Tnfrsf1a;Pglyrp1;Tgfb1;Zfp36;Selenos;Pycard;Chid1;Bst2;Cd276;Cx3cr1;Srgn;Ptger4;Laptm4b;Tspo;Apod;Ppm1b;Smad7;Btk","Astro","FCDvsNT","BP","Up"
"355","GO:0007159","leukocyte cell-cell adhesion","http://amigo.geneontology.org/amigo/term/GO:0007159",288,30,14.7911333125195,2.028242147923,0.000181491373729359,0.00491236651560798,"11540;12389;12505;12519;13051;13641;15040;15894;16149;16189;16190;16195;16402;16412;17131;19122;19261;19264;20354;21803;22433;23871;23959;66824;76088;80859;93695;102657;229473;328365","Ptprc;Cd44;Sirpa;Prnp;Tmem131l;Cav1;Gpnmb;Tgfb1;Il4ra;Pycard;Itgb1;Icam1;Ets1;Cd276;Nt5e;Cx3cr1;Adora2a;Xbp1;Il4;Sema4d;Il6st;Zmiz1;Itga5;Cd80;Nfkbiz;H2-T23;Cd74;Smad7;Dock8;Efnb1","Astro","FCDvsNT","BP","Up"
"356","GO:0035456","response to interferon-beta","http://amigo.geneontology.org/amigo/term/GO:0035456",50,10,2.56790508897908,3.89422492401216,0.00018928775565219,0.00495811798676059,"15944;15957;15976;66141;69550;72512;80876;240327;383619;667370","Aim2;Ifitm2;Ifitm3;Bst2;Irgm1;Ifnar2;Tmem173;Gm4951;Ifit3b;Ifit1","Astro","FCDvsNT","BP","Up"
"357","GO:0006457","protein folding","http://amigo.geneontology.org/amigo/term/GO:0006457",148,19,7.60099906337808,2.49967140392672,0.000204196103654408,0.00518147613023061,"12010;12304;12317;12330;12468;14827;14828;16149;18453;19035;22027;53381;54673;56709;59030;66087;67838;67943;230899","Hspa5;Pdia3;B2m;Mkks;Sh3glb1;Nppa;Pdia4;Cct7;Emc3;Mesd;Calr;Ppib;Dnajb12;Hsp90b1;Canx;P4hb;Dnajb11;Cd74;Prdx4","Astro","FCDvsNT","BP","Up"
"358","GO:0032103","positive regulation of response to external stimulus","http://amigo.geneontology.org/amigo/term/GO:0032103",264,28,13.5585388698096,2.06511927788523,0.000218633090747655,0.00537969908142715,"12229;12317;12774;13040;13057;14129;15587;15945;16149;16189;17084;18783;18816;19141;19219;21333;21803;21828;21937;23871;50905;57266;64297;70839;78781;80859;109648;230899","Pla2g4a;P2ry12;Ctss;Fcgr1;Nppa;Cxcl10;Tac1;Zc3hav1;Npy;Tnfrsf1a;Tgfb1;Gprc5b;Calr;Cyba;Ets1;Hyal2;Ccr5;Il4;Serpinf2;Lgmn;Ly86;Cxcl14;Thbs4;Il17rb;Ptger4;Nfkbiz;Cd74;Btk","Astro","FCDvsNT","BP","Up"
"359","GO:0042982","amyloid precursor protein metabolic process","http://amigo.geneontology.org/amigo/term/GO:0042982",52,10,2.67062129253825,3.74444704231938,0.000265712340690727,0.00634583590120207,"13636;16432;17096;19122;19165;64294;66340;68581;74754;226548","Itm2c;Psen2;Prnp;Efna1;Aph1a;Lyn;Dhcr24;Psenen;Tmed10;Itm2b","Astro","FCDvsNT","BP","Up"
"360","GO:0002683","negative regulation of immune system process","http://amigo.geneontology.org/amigo/term/GO:0002683",408,38,20.9541055260693,1.81348709696645,0.00027661874261109,0.00641755482857729,"11540;11815;12229;12262;12505;12509;12519;14419;15040;16149;16189;16190;16331;17096;17131;18133;19043;19122;19219;19264;21803;21946;22259;22695;23991;65963;66058;68350;69550;72828;93695;102657;109815;110213;229323;229473;232345;547253","Inpp5d;Ptprc;Nr1h3;Cd44;Cd59a;Prnp;Gpr171;Tmem131l;Lyn;C1qc;Mul1;Tmem176b;Tmem176a;Gpnmb;A2m;Pglyrp1;Tgfb1;Zfp36;Selenos;Cib1;Il4ra;Bst2;Ubash3b;Cd276;Adora2a;Il4;Ptger4;Ccn3;Tmbim6;Apod;Parp14;Cd80;H2-T23;Ppm1b;Cd74;Smad7;Gal;Btk","Astro","FCDvsNT","BP","Up"
"361","GO:0031579","membrane raft organization","http://amigo.geneontology.org/amigo/term/GO:0031579",20,6,1.02716203559163,5.84133738601824,0.000374083968533112,0.00843767173469131,"12389;12390;19063;19264;23970;94176","Ptprc;Ppt1;Cav2;Cav1;Dock2;Pacsin2","Astro","FCDvsNT","BP","Up"
"362","GO:0007568","aging","http://amigo.geneontology.org/amigo/term/GO:0007568",290,29,14.8938495160787,1.94711246200608,0.000458244280914233,0.00968711328505613,"11815;12257;12317;12330;12389;12575;12799;13032;13039;13138;13805;14619;15587;16011;16331;18167;18619;19122;20014;20317;21803;21857;23802;26889;56722;76267;140740;230709;328365","Igfbp5;Inpp5d;Eng;Prnp;Rpn2;Npy2r;Penk;Zmpste24;Cav1;Tgfb1;Ctsc;Cln8;Calr;Amfr;Hyal2;Dag1;Sec63;Canx;Serpinf1;Cnp;Ctsl;Zmiz1;Gjb2;Tspo;Litaf;Apod;Cdkn1a;Fads1;Timp1","Astro","FCDvsNT","BP","Up"
"363","GO:0006022","aminoglycan metabolic process","http://amigo.geneontology.org/amigo/term/GO:0006022",98,14,5.033093974399,2.78158923143726,0.000461099443087809,0.00968711328505613,"12111;12505;15211;15212;15587;19219;21803;21946;22235;56336;59031;68169;75612;108902","Cd44;B4galt5;Ugdh;Chst12;Ndnf;Pglyrp1;Tgfb1;Hexa;Hyal2;Gns;Hexb;Ptger4;B4gat1;Bgn","Astro","FCDvsNT","BP","Up"
"364","GO:0031099","regeneration","http://amigo.geneontology.org/amigo/term/GO:0031099",196,22,10.066187948798,2.18553439612927,0.000465267756301957,0.00968711328505613,"11601;11745;11815;12257;12335;12567;12575;13138;14580;16779;17136;18133;18377;19268;20311;21803;22370;72043;74777;76893;242050;268697","Capn3;Sulf2;Igsf10;Cers2;Ptprf;Selenon;Cxcl5;Anxa3;Tgfb1;Mag;Angpt2;Dag1;Lamb2;Cdk4;Vtn;Omg;Gfap;Ccnb1;Ccn3;Tspo;Apod;Cdkn1a","Astro","FCDvsNT","BP","Up"
"365","GO:0006909","phagocytosis","http://amigo.geneontology.org/amigo/term/GO:0006909",159,19,8.16593818295348,2.32673816214563,0.000513366143844007,0.0104213327200333,"11745;12317;13057;14129;15162;16410;16412;16971;19261;19264;21803;22259;66205;66824;67943;83433;94176;99237;104759","Ptprc;Cd302;Itgav;Nr1h3;Sirpa;Hck;Tm9sf4;Fcgr1;Anxa3;Tgfb1;Mesd;Pycard;Calr;Cyba;Itgb1;Lrp1;Dock2;Pld4;Trem2","Astro","FCDvsNT","BP","Up"
"366","GO:0035587","purinergic receptor signaling pathway","http://amigo.geneontology.org/amigo/term/GO:0035587",29,7,1.48938495160787,4.69992663242847,0.000528404590967813,0.0104649884845333,"11540;14678;23890;70839;84111;140795;229323","Gpr171;P2ry14;Gpr87;P2ry12;Gnai2;Adora2a;Gpr34","Astro","FCDvsNT","BP","Up"
"367","GO:0033619","membrane protein proteolysis","http://amigo.geneontology.org/amigo/term/GO:0033619",47,9,2.41383078364034,3.72851322511802,0.000553714208222922,0.0107051413589765,"13138;14950;19165;21803;21857;23821;66340;74585;226548","Psen2;H13;Aph1a;Sppl3;Tgfb1;Psenen;Bace1;Dag1;Timp1","Astro","FCDvsNT","BP","Up"
"368","GO:0050866","negative regulation of cell activation","http://amigo.geneontology.org/amigo/term/GO:0050866",174,20,8.93630970964721,2.23806030115641,0.000612769151280723,0.0115713616474406,"11540;12229;12505;12519;14419;16149;16189;16190;16331;17096;17131;19122;20720;21803;21946;22259;72828;93695;102657;229473","Serpine2;Inpp5d;Nr1h3;Cd44;Prnp;Tmem131l;Lyn;Gpnmb;Pglyrp1;Tgfb1;Il4ra;Ubash3b;Cd276;Adora2a;Il4;Cd80;Cd74;Smad7;Gal;Btk","Astro","FCDvsNT","BP","Up"
"369","GO:0044706","multi-multicellular organism process","http://amigo.geneontology.org/amigo/term/GO:0044706",202,22,10.3743365594755,2.12061753287791,0.000702754059755284,0.0129690067391202,"11601;11604;12215;12317;12846;12919;13039;14619;15212;16011;16402;18491;18783;20720;21803;21857;23871;67760;93760;230899;232345;239528","Igfbp5;Serpine2;Pla2g4a;Pappa;Arid1a;Nppa;A2m;Tgfb1;Angpt2;Calr;Agrp;Ets1;Bsg;Ctsl;Crhbp;Hexb;Gjb2;Ago2;Slc38a2;Itga5;Comt;Timp1","Astro","FCDvsNT","BP","Up"
"370","GO:0043062","extracellular structure organization","http://amigo.geneontology.org/amigo/term/GO:0043062",272,27,13.9694036840462,1.93279545860898,0.000795961182877392,0.0143626773443654,"12826;13040;13078;13138;13805;14264;14580;14758;16412;16779;18816;21803;21810;21812;21937;22370;23871;26433;53381;54409;56348;68169;72043;73940;94216;229595;246228","Fmod;Eng;Hsd17b12;Sulf2;Hapln2;Ctss;Adamtsl4;Tgfbr1;Vwa1;Plod3;Ndnf;Tnfrsf1a;Tgfb1;Col4a1;Itgb1;Ets1;Dag1;Lamb2;Serpinf2;Vtn;Ramp2;Gfap;Tgfbi;Cyp1b1;Col4a6;Prdx4;Gpm6b","Astro","FCDvsNT","BP","Up"
"371","GO:0002697","regulation of immune effector process","http://amigo.geneontology.org/amigo/term/GO:0002697",345,32,17.7185451139557,1.80601735606361,0.00088099079199,0.0155514026759974,"12010;12229;12509;14129;15040;16149;16189;16190;16783;17096;17131;19043;19264;20311;21803;21946;22433;56200;64297;66824;68350;69550;72512;78781;80859;103213;110213;230709;230899;232345;378460;383619","Ptprc;Aim2;Cd59a;B2m;Fcgr1;Lyn;Zmpste24;Mul1;Nppa;Cxcl5;Zc3hav1;A2m;Pglyrp1;Tgfb1;Gprc5b;Il4ra;Pycard;Lamp1;Bst2;Traf3ip2;Ddx21;Xbp1;Il4;Tmbim6;Nfkbiz;Pram1;H2-T23;Ppm1b;Tmem173;Cd74;Smad7;Btk","Astro","FCDvsNT","BP","Up"
"372","GO:0071496","cellular response to external stimulus","http://amigo.geneontology.org/amigo/term/GO:0071496",304,29,15.6128629409928,1.85744280915054,0.000977473277562257,0.0168874106676713,"12389;12575;12846;13039;13057;13138;13666;14827;14828;15388;17096;17136;18619;19219;19242;19264;20788;21803;21937;22027;22433;54673;67760;70839;74374;76267;170743;230899;667742","Ptprc;Hspa5;Pdia3;P2ry12;Sh3glb1;Lyn;Penk;Nppa;Cav1;Ptn;Eif2ak3;Tnfrsf1a;Tgfb1;Hnrnpl;Mag;Cyba;Dag1;Hsp90b1;Xbp1;Ctsl;Ptger4;Srebf2;Slc38a2;Clec16a;Comt;Cdkn1a;Piezo2;Fads1;Tlr7","Astro","FCDvsNT","BP","Up"
"373","GO:0009100","glycoprotein metabolic process","http://amigo.geneontology.org/amigo/term/GO:0009100",320,30,16.4345925694661,1.8254179331307,0.00106482031639299,0.0180132103523147,"12111;13135;13200;14376;14594;15200;16430;16432;19089;20014;20442;26433;26878;56336;56374;59031;64294;66059;66248;68169;68292;72043;103963;108902;227619;230815;231050;233115;280645;654821","B3gat2;Itm2c;B3galt2;Man1b1;Ggta1;Rpn2;Sulf2;B4galt5;Gcnt7;Alg5;Krtcap2;Tmem59;Man1c1;Ddost;Galnt11;Plod3;Chst12;Ndnf;Rpn1;Dpy19l3;Prkcsh;Stt3a;Stt3b;Dad1;Itm2b;St3gal1;Hbegf;B4gat1;Ganab;Bgn","Astro","FCDvsNT","BP","Up"
"374","GO:0045454","cell redox homeostasis","http://amigo.geneontology.org/amigo/term/GO:0045454",63,10,3.23556041211364,3.09065470159695,0.00129148771543175,0.0214017964271547,"12304;14827;18453;53381;67988;69672;71853;72736;109815;227638","Qsox2;Pdia3;Pdia4;Selenos;P4hb;Pdia6;Tmx1;Txndc15;Tmx3;Prdx4","Astro","FCDvsNT","BP","Up"
"375","GO:0060759","regulation of response to cytokine stimulus","http://amigo.geneontology.org/amigo/term/GO:0060759",109,14,5.5980330939744,2.50087839156744,0.00134885153401743,0.021905348912443,"12389;13601;15944;15975;16149;16195;19264;19268;66824;68350;83433;263876;432940;547253","Ptprc;Spata2;Ecm1;Ptprf;Mul1;Cav1;Pycard;Irgm1;Il6st;Otulin;Parp14;Ifnar1;Trem2;Cd74","Astro","FCDvsNT","BP","Up"
"376","GO:0022407","regulation of cell-cell adhesion","http://amigo.geneontology.org/amigo/term/GO:0022407",356,32,18.2834842335311,1.75021344899423,0.0014785271372042,0.0235404712825453,"11540;12389;12505;12519;12774;13641;15040;15894;16149;16189;16190;16195;17096;17131;18016;18530;19122;19261;19264;20720;21803;22433;23871;27205;66824;72828;76088;80859;93695;102657;229473;328365","Serpine2;Ptprc;Cd44;Sirpa;Prnp;Tmem131l;Lyn;Cav1;Podxl;Gpnmb;Tgfb1;Il4ra;Pycard;Icam1;Ets1;Ubash3b;Cd276;Ccr5;Adora2a;Nf2;Xbp1;Il4;Il6st;Zmiz1;Pcdh8;Cd80;Nfkbiz;H2-T23;Cd74;Smad7;Dock8;Efnb1","Astro","FCDvsNT","BP","Up"
"377","GO:0002253","activation of immune response","http://amigo.geneontology.org/amigo/term/GO:0002253",344,31,17.6671870121761,1.75466530006362,0.00167317559356528,0.0261272804225963,"12229;12259;12260;12262;12268;12389;12509;13057;14375;17096;17441;19122;19165;19264;21946;22259;23880;54445;66824;69368;72512;74585;78781;80859;102657;170743;192231;232345;378460;383619;432940","Wdfy1;Ptprc;Aim2;Psen2;Nr1h3;Cd59a;Prnp;Lyn;C1qb;C1qc;C1qa;Sppl3;Cav1;Zc3hav1;A2m;Pglyrp1;Pycard;Cyba;Cd276;Hexim1;Fyb;Otulin;Xrcc6;Nfkbiz;Pram1;C4b;Mog;Tmem173;Unc93b1;Btk;Tlr7","Astro","FCDvsNT","BP","Up"
"378","GO:0006898","receptor-mediated endocytosis","http://amigo.geneontology.org/amigo/term/GO:0006898",244,24,12.5313768342179,1.91519258557975,0.00172240128006163,0.0263884875360385,"12010;12330;12389;12390;12492;12512;12520;14129;15559;16412;16971;19039;19063;22041;22359;22370;54409;65969;66141;74342;80891;81904;226866;252837","Sbspon;Htr2b;Cubn;B2m;Fcrls;Fcgr1;Ppt1;Scarb2;Cav2;Cav1;Lrrtm1;Cacng7;Ifitm3;Cd81;Itgb1;Trf;Ackr4;Lrp1;Cd63;Canx;Vtn;Ramp2;Lgals3bp;Vldlr","Astro","FCDvsNT","BP","Up"
"379","GO:0042110","T cell activation","http://amigo.geneontology.org/amigo/term/GO:0042110",421,36,21.6217608492039,1.66498927867503,0.00185536464307068,0.0278991868550628,"11540;12010;12389;12505;12519;12769;13024;13200;13641;15040;15894;15975;16149;16189;16190;16195;16410;17131;19122;19165;19219;19261;19264;21803;22433;54519;66824;68137;76088;80859;93695;94176;102657;229473;321019;328365","Ptprc;Psen2;Apbb1ip;Itgav;Cd44;B2m;Sirpa;Prnp;Tmem131l;Ddost;Cav1;Gpnmb;Tgfb1;Kdelr1;Il4ra;Pycard;Icam1;Cd276;Ccr9;Adora2a;Xbp1;Dock2;Il4;Ctla2a;Il6st;Zmiz1;Gpr183;Ptger4;Cd80;Nfkbiz;Ifnar1;H2-T23;Cd74;Smad7;Dock8;Efnb1","Astro","FCDvsNT","BP","Up"
"380","GO:0043491","protein kinase B signaling","http://amigo.geneontology.org/amigo/term/GO:0043491",167,18,8.57680299719014,2.098684090785,0.00233266424032685,0.0344386066026437,"12654;13051;13138;13805;15200;15587;16011;16412;21803;21812;23991;28106;52377;67154;67888;68350;70839;320207","Igfbp5;Chil1;Eng;P2ry12;Tgfbr1;Mul1;Tgfb1;Rcn3;Cib1;Itgb1;Hyal2;Dag1;Cx3cr1;Pik3r5;Tmem100;Mtdh;Mydgf;Hbegf","Astro","FCDvsNT","BP","Up"
"381","GO:0018196","peptidyl-asparagine modification","http://amigo.geneontology.org/amigo/term/GO:0018196",20,5,1.02716203559163,4.8677811550152,0.00286350389610468,0.0415208064935179,"13200;16430;66059;68292;103963","Krtcap2;Ddost;Rpn1;Stt3a;Stt3b","Astro","FCDvsNT","BP","Up"
"382","GO:0061448","connective tissue development","http://amigo.geneontology.org/amigo/term/GO:0061448",255,24,13.0963159537933,1.83257643482925,0.00308048160732244,0.0427944264628378,"12164;12567;12810;13601;13666;15587;17183;18133;20204;20340;21803;21810;21812;21827;21857;22433;59030;67800;72043;105171;208647;230709;231225;246228","Prrx2;Mkks;Matn4;Sulf2;Thbs3;Ecm1;Tgfbr1;Zmpste24;Bmp8b;Vwa1;Tapt1;Creb3l2;Eif2ak3;Tgfb1;Dgat2;Glg1;Hyal2;Cdk4;Xbp1;Coch;Tgfbi;Arrdc3;Ccn3;Timp1","Astro","FCDvsNT","BP","Up"
"383","GO:0007249","I-kappaB kinase/NF-kappaB signaling","http://amigo.geneontology.org/amigo/term/GO:0007249",185,19,9.5012488292226,1.99973712314138,0.00310209016898366,0.0427944264628378,"12229;12335;12370;13051;15559;16149;19043;19261;21937;56200;56722;64297;66824;67154;68350;72106;78781;103213;170743","Casp8;Htr2b;Capn3;Sirpa;Mul1;Zc3hav1;Tnfrsf1a;Gprc5b;Pycard;Cx3cr1;Traf3ip2;Ddx21;Mtdh;Litaf;Jmjd8;Ppm1b;Cd74;Btk;Tlr7","Astro","FCDvsNT","BP","Up"
"384","GO:0097696","STAT cascade","http://amigo.geneontology.org/amigo/term/GO:0097696",119,14,6.11161411177022,2.29072054353656,0.00310944724298945,0.0427944264628378,"12389;12978;13078;16189;16195;17096;18016;19219;19264;20311;21937;72674;230514;547253","Adipor1;Ptprc;Lyn;Leprot;Cxcl5;Cav1;Tnfrsf1a;Nf2;Il4;Il6st;Ptger4;Parp14;Cyp1b1;Csf1r","Astro","FCDvsNT","BP","Up"
"385","GO:0002263","cell activation involved in immune response","http://amigo.geneontology.org/amigo/term/GO:0002263",214,21,10.9906337808305,1.91071783654802,0.00334470255946262,0.0452649746380608,"11745;12229;15894;16189;16190;16783;17096;17131;19165;19219;19264;21803;21946;22433;54519;66824;80859;94176;230899;321019;378460","Ptprc;Psen2;Apbb1ip;Lyn;Nppa;Anxa3;Pglyrp1;Tgfb1;Il4ra;Pycard;Lamp1;Icam1;Xbp1;Dock2;Il4;Gpr183;Ptger4;Nfkbiz;Pram1;Smad7;Btk","Astro","FCDvsNT","BP","Up"
